participant_code,study_version,submission_number,age,freek_familiarity,item_id,topic_id,condition_code,pipeline_family,display_position,funniness,coherence,freek_similarity,comment
P25,acl-1,1,72,3,T13-C2,T13,C2,script_opposition,4,1,1,1,Onduidelijk
P25,acl-1,1,72,3,T14-C2,T14,C2,script_opposition,13,1,1,1,
P25,acl-1,1,72,3,T15-C1,T15,C1,script_opposition,20,3,3,3,
P25,acl-1,1,72,3,T16-E2,T16,E2,validated_gtvh,16,1,1,1,
P25,acl-1,1,72,3,T17-C1,T17,C1,script_opposition,18,1,1,1,
P25,acl-1,1,72,3,T18-A1,T18,A1,baseline,1,2,1,3,"De grap is absurdistisch (als die van Freek kunnen zijn) maar werkt niet. Reden t woord uitspraak is niet logisch.  je zou eerder ""woordgebruik"" verwachten."
P25,acl-1,1,72,3,T19-A2,T19,A2,baseline,14,2,2,2,
P25,acl-1,1,72,3,T20-E1,T20,E1,validated_gtvh,2,1,1,1,Onsamenhangend; de tekst is eerder een inleiding van een grap.
P26,acl-1,1,24,2,T01-A2,T01,A2,baseline,15,3,4,3,
P26,acl-1,1,24,2,T02-C2,T02,C2,script_opposition,1,2,3,1,
P26,acl-1,1,24,2,T03-A2,T03,A2,baseline,10,3,4,2,
P26,acl-1,1,24,2,T04-C1,T04,C1,script_opposition,16,2,2,3,
P26,acl-1,1,24,2,T05-E1,T05,E1,validated_gtvh,18,2,4,3,
P26,acl-1,1,24,2,T06-C1,T06,C1,script_opposition,2,3,3,2,
P26,acl-1,1,24,2,T07-E2,T07,E2,validated_gtvh,11,1,2,1,
P26,acl-1,1,24,2,T08-C1,T08,C1,script_opposition,17,1,1,3,
P26,acl-1,1,24,2,T09-A1,T09,A1,baseline,6,2,1,2,
P26,acl-1,1,24,2,T10-C2,T10,C2,script_opposition,19,4,3,3,
P26,acl-1,1,24,2,T11-E2,T11,E2,validated_gtvh,14,2,3,3,
P26,acl-1,1,24,2,T12-E1,T12,E1,validated_gtvh,5,3,4,2,
P26,acl-1,1,24,2,T13-A1,T13,A1,baseline,3,3,3,3,
P26,acl-1,1,24,2,T14-A1,T14,A1,baseline,13,2,3,2,
P26,acl-1,1,24,2,T15-E2,T15,E2,validated_gtvh,7,2,2,1,
P26,acl-1,1,24,2,T16-C1,T16,C1,script_opposition,12,1,1,2,
P26,acl-1,1,24,2,T17-E2,T17,E2,validated_gtvh,4,3,4,2,
P26,acl-1,1,24,2,T18-C2,T18,C2,script_opposition,20,2,2,2,
P26,acl-1,1,24,2,T19-E1,T19,E1,validated_gtvh,9,1,3,2,
P26,acl-1,1,24,2,T20-A2,T20,A2,baseline,8,3,4,2,
P34,acl-1,1,63,4,T01-E1,T01,E1,validated_gtvh,19,1,1,1,
P34,acl-1,1,63,4,T02-A1,T02,A1,baseline,14,1,1,1,
P34,acl-1,1,63,4,T03-E1,T03,E1,validated_gtvh,1,1,2,1,Ik snap de clou niet. We zijn op een filmset?
P34,acl-1,1,63,4,T04-E2,T04,E2,validated_gtvh,2,1,1,2,"De punchline is begrijpelijk, maar door het onsamenhangende verhaaltje vooraf zie je hem niet aankomen"
P34,acl-1,1,63,4,T05-A2,T05,A2,baseline,16,1,1,1,
P34,acl-1,1,63,4,T06-E2,T06,E2,validated_gtvh,20,1,2,4,"Het verhaaltje is duidelijk, maar de punchline begrijp ik niet, dus niet grappig"
P34,acl-1,1,63,4,T07-C1,T07,C1,script_opposition,3,3,3,4,"Ik snap de bedoeling, maar de uitwerking rammelt nog, niet helemaal duidelijk."
P34,acl-1,1,63,4,T08-E2,T08,E2,validated_gtvh,4,1,1,1,
P34,acl-1,1,63,4,T09-C2,T09,C2,script_opposition,8,1,1,1,"Bij, ‘ toen piepte mijn pas al rood’, haakte ik af"
P34,acl-1,1,63,4,T10-A1,T10,A1,baseline,17,2,1,2,
P34,acl-1,1,63,4,T11-C1,T11,C1,script_opposition,18,1,1,1,
P34,acl-1,1,63,4,T12-A2,T12,A2,baseline,11,2,2,2,De punchline snap ik niet
P34,acl-1,1,63,4,T13-C2,T13,C2,script_opposition,9,2,1,2,"Ik snap wat de bedoeling is, maar de opbouw is te warrig om grappig te zijn."
P34,acl-1,1,63,4,T14-C2,T14,C2,script_opposition,15,1,1,1,
P34,acl-1,1,63,4,T15-C1,T15,C1,script_opposition,12,2,2,2,"Ik snap de bedoeling, maar de uitwerking is niet helemaal te volgen,  in bijvoorbeeld het tussenwerpsel: ‘alsof wij verantwoordelijk waren’ en het woordje ‘tot’."
P34,acl-1,1,63,4,T16-E2,T16,E2,validated_gtvh,6,1,2,2,
P34,acl-1,1,63,4,T17-C1,T17,C1,script_opposition,7,1,1,1,
P34,acl-1,1,63,4,T18-A1,T18,A1,baseline,10,1,1,1,
P34,acl-1,1,63,4,T19-A2,T19,A2,baseline,5,1,2,2,"Niet helemaal duidelijk wat misdaad met belastingen van doen heeft. Wordt er bedoeld dat  belastingen heffen een misdaad is, of dat de anonieme belastingaangifte misdadig gedrag opwekt? Kortom te ingewikkeld om grappig te zijn."
P34,acl-1,1,63,4,T20-E1,T20,E1,validated_gtvh,13,1,1,1,
P35,acl-1,1,55,2,T01-A1,T01,A1,baseline,17,4,4,3,
P35,acl-1,1,55,2,T02-C1,T02,C1,script_opposition,13,1,1,2,
P35,acl-1,1,55,2,T03-A1,T03,A1,baseline,20,3,3,1,
P35,acl-1,1,55,2,T04-A2,T04,A2,baseline,14,4,4,4,
P35,acl-1,1,55,2,T05-C2,T05,C2,script_opposition,3,1,1,1,
P35,acl-1,1,55,2,T06-A2,T06,A2,baseline,8,2,2,2,
P35,acl-1,1,55,2,T07-E1,T07,E1,validated_gtvh,7,1,1,2,
P35,acl-1,1,55,2,T08-A2,T08,A2,baseline,5,4,5,3,
P35,acl-1,1,55,2,T09-E2,T09,E2,validated_gtvh,1,2,2,2,
P35,acl-1,1,55,2,T10-C1,T10,C1,script_opposition,19,1,1,1,
P35,acl-1,1,55,2,T11-E1,T11,E1,validated_gtvh,4,2,2,1,
P35,acl-1,1,55,2,T12-C2,T12,C2,script_opposition,6,2,3,3,
P35,acl-1,1,55,2,T13-E2,T13,E2,validated_gtvh,10,1,1,1,
P35,acl-1,1,55,2,T14-E2,T14,E2,validated_gtvh,11,1,3,3,
P35,acl-1,1,55,2,T15-E1,T15,E1,validated_gtvh,18,3,3,2,
P35,acl-1,1,55,2,T16-A2,T16,A2,baseline,9,3,2,1,
P35,acl-1,1,55,2,T17-E1,T17,E1,validated_gtvh,2,1,1,1,
P35,acl-1,1,55,2,T18-C1,T18,C1,script_opposition,15,1,1,1,
P35,acl-1,1,55,2,T19-C2,T19,C2,script_opposition,12,1,1,1,
P35,acl-1,1,55,2,T20-A1,T20,A1,baseline,16,4,4,4,
P36,acl-1,1,37,3,T01-C1,T01,C1,script_opposition,19,3,3,5,de twist naar zijn oude vader . ja dat is freek
P36,acl-1,1,37,3,T02-E1,T02,E1,validated_gtvh,7,1,2,1,Weer een grap die te onsamenhangend is voor freek
P36,acl-1,1,37,3,T03-C1,T03,C1,script_opposition,10,2,3,3,de casual grap richting religieuze onderwerpen voelt niet 100% Freek maar de stijl wel
P36,acl-1,1,37,3,T04-C2,T04,C2,script_opposition,8,2,1,1,"Freeks grappen zijn laagdrempelig, scherp en erg samenhangend. dat lucifer. doosje is te ver gezocht."
P36,acl-1,1,37,3,T05-E2,T05,E2,validated_gtvh,9,3,3,3,de twist op het laatste voelt me erg als Freek. Dit zou ik best in zij. stem kunnen inbeelden
P36,acl-1,1,37,3,T06-C2,T06,C2,script_opposition,3,3,2,4,vooral de laatste sluiting voelt voor mij als Freek.
P36,acl-1,1,37,3,T07-A1,T07,A1,baseline,6,4,2,4,"kort, krachtig en lekker scherp door de bocht. ja"
P36,acl-1,1,37,3,T08-C2,T08,C2,script_opposition,1,2,3,2,"normaal heb ik het idee dat Freek iets feller is in zijn uitspraken, maar de milde twist voelt wel een beetje freek"
P36,acl-1,1,37,3,T09-A2,T09,A2,baseline,5,2,3,3,"Dit klinkt een beetje als Freek, maar ik verwacht dat hij eerder kei hard in het briefje zou zijn of niet getekend. de grap zijnde dat we of anoniem willen zijn en er om. heen draaien of dat zelfs bij de keuze van anonimiteit we er in slaan"
P36,acl-1,1,37,3,T10-E1,T10,E1,validated_gtvh,20,1,1,1,niet grappig
P36,acl-1,1,37,3,T11-A1,T11,A1,baseline,17,3,2,2,voelt niet super als Freek. Ik las social media en toen dacht ik... te meta voor freek
P36,acl-1,1,37,3,T12-E2,T12,E2,validated_gtvh,11,3,2,4,de twist met de notulist is erg Freek.
P36,acl-1,1,37,3,T13-A2,T13,A2,baseline,2,1,1,1,te weinig samenhang in de grap. de boormachine voelt niet als Freek... of ik mis de grap totaal
P36,acl-1,1,37,3,T14-A2,T14,A2,baseline,16,3,3,3,De simplistisch grap dus laagdrempeligheid voelt als Freek. een tussen grpaje
P36,acl-1,1,37,3,T15-A1,T15,A1,baseline,15,3,3,2,
P36,acl-1,1,37,3,T16-C2,T16,C2,script_opposition,12,1,1,1,ik zie de grap hier niet
P36,acl-1,1,37,3,T17-A1,T17,A1,baseline,4,1,2,1,Freek zou eerder een grap maken over overstappen dan over vakantie. de vakantie voelt te random en onsamenhangend voor freek
P36,acl-1,1,37,3,T18-E1,T18,E1,validated_gtvh,14,2,2,1,
P36,acl-1,1,37,3,T19-E2,T19,E2,validated_gtvh,18,3,3,1,beetje grappig maar geen Freek materiaal
P36,acl-1,1,37,3,T20-C1,T20,C1,script_opposition,13,3,2,3,"Misschien iets te erg een doordenker (het was een jongen), maar ja zou Freek wel mogelijk zo'n grap kunnen verzinnen maar meer door zee"
P37,acl-1,1,64,2,T01-A2,T01,A2,baseline,20,4,4,4,
P37,acl-1,1,64,2,T02-C2,T02,C2,script_opposition,18,4,4,3,
P37,acl-1,1,64,2,T03-A2,T03,A2,baseline,5,4,4,4,"Begrijpelijk, beetje cynisch zoals Freek, lekker overal tegenaan schoppen. En leuk over die akoestiek en twijfels en slechte verbinding Gid"
P37,acl-1,1,64,2,T04-C1,T04,C1,script_opposition,10,2,2,2,Leuke ingrediënten maar het totaal klopt niet
P37,acl-1,1,64,2,T05-E1,T05,E1,validated_gtvh,4,1,1,1,
P37,acl-1,1,64,2,T06-C1,T06,C1,script_opposition,6,3,2,2,"Begin was grappig, laatste zin onlogisch"
P37,acl-1,1,64,2,T07-E2,T07,E2,validated_gtvh,1,2,1,1,Je moet er erg over nadenken en het onderlinge verband zoeken
P37,acl-1,1,64,2,T08-C1,T08,C1,script_opposition,11,2,1,1,"Ook hier grappige ingrediënten maar ze passen niet bij elkaar, laatste stukje is onduidelijk"
P37,acl-1,1,64,2,T09-A1,T09,A1,baseline,2,3,3,4,Ook hier moet je zelf te erg nadenken over het verband tussen de zinnetjes van de grap
P37,acl-1,1,64,2,T10-C2,T10,C2,script_opposition,3,4,3,2,"Sneller te begrijpen, je hoeft niet zo op zoek naar de onderlinge samenhang van de zinnetjes"
P37,acl-1,1,64,2,T11-E2,T11,E2,validated_gtvh,8,4,4,3,Heel leuke woordspelingen
P37,acl-1,1,64,2,T12-E1,T12,E1,validated_gtvh,19,4,4,3,
P37,acl-1,1,64,2,T13-A1,T13,A1,baseline,14,4,4,5,Begrijpelijk en redelijk samenhangend
P37,acl-1,1,64,2,T14-A1,T14,A1,baseline,16,4,4,3,"Begrijpelijk, origineel, bijdetijd"
P37,acl-1,1,64,2,T15-E2,T15,E2,validated_gtvh,12,4,4,2,Begrijpelijke onderdelen met onderlinge samenhang
P37,acl-1,1,64,2,T16-C1,T16,C1,script_opposition,9,2,2,1,"Raakt aan een grap, maar zit er toch naast"
P37,acl-1,1,64,2,T17-E2,T17,E2,validated_gtvh,15,2,4,4,Je moet heel goed nadenken over de samenhang en dan kun je er wel een soort van grap in zien
P37,acl-1,1,64,2,T18-C2,T18,C2,script_opposition,17,4,4,3,"Begrijpelijk, Grappig, onderling samenhangend, bijdetijd"
P37,acl-1,1,64,2,T19-E1,T19,E1,validated_gtvh,7,2,3,1,"Begin klopt niet helemaal, laatste zin is grappig omdat je het niet verwacht"
P37,acl-1,1,64,2,T20-A2,T20,A2,baseline,13,4,4,3,
P38,acl-1,1,44,2,T01-E2,T01,E2,validated_gtvh,17,5,4,4,
P38,acl-1,1,44,2,T02-A2,T02,A2,baseline,3,4,4,4,
P38,acl-1,1,44,2,T03-E2,T03,E2,validated_gtvh,19,5,5,2,
P38,acl-1,1,44,2,T04-A1,T04,A1,baseline,15,5,5,5,
P38,acl-1,1,44,2,T05-C1,T05,C1,script_opposition,4,1,1,1,
P38,acl-1,1,44,2,T06-A1,T06,A1,baseline,11,1,4,1,
P38,acl-1,1,44,2,T07-C2,T07,C2,script_opposition,8,5,4,1,
P38,acl-1,1,44,2,T08-A1,T08,A1,baseline,2,5,5,4,
P38,acl-1,1,44,2,T09-E1,T09,E1,validated_gtvh,9,1,1,4,
P38,acl-1,1,44,2,T10-A2,T10,A2,baseline,7,4,5,3,
P38,acl-1,1,44,2,T11-C2,T11,C2,script_opposition,16,5,5,5,
P38,acl-1,1,44,2,T12-C1,T12,C1,script_opposition,1,2,2,1,
P38,acl-1,1,44,2,T13-E1,T13,E1,validated_gtvh,10,5,5,5,
P38,acl-1,1,44,2,T14-E1,T14,E1,validated_gtvh,13,2,1,1,
P38,acl-1,1,44,2,T15-C2,T15,C2,script_opposition,20,5,5,2,
P38,acl-1,1,44,2,T16-A1,T16,A1,baseline,18,5,5,5,
P38,acl-1,1,44,2,T17-C2,T17,C2,script_opposition,14,1,1,1,
P38,acl-1,1,44,2,T18-A2,T18,A2,baseline,12,1,1,1,
P38,acl-1,1,44,2,T19-C1,T19,C1,script_opposition,6,1,1,1,
P38,acl-1,1,44,2,T20-E2,T20,E2,validated_gtvh,5,1,1,1,
P27,acl-1,1,68,3,T01-A2,T01,A2,baseline,17,3,3,3,
P27,acl-1,1,68,3,T02-C2,T02,C2,script_opposition,1,1,4,1,
P27,acl-1,1,68,3,T03-A2,T03,A2,baseline,9,3,3,3,
P27,acl-1,1,68,3,T04-C1,T04,C1,script_opposition,13,2,2,1,
P27,acl-1,1,68,3,T05-E1,T05,E1,validated_gtvh,6,2,1,1,
P27,acl-1,1,68,3,T06-C1,T06,C1,script_opposition,10,1,2,1,
P27,acl-1,1,68,3,T07-E2,T07,E2,validated_gtvh,4,2,2,3,
P27,acl-1,1,68,3,T08-C1,T08,C1,script_opposition,3,1,1,1,Begrijp hem niet
P27,acl-1,1,68,3,T09-A1,T09,A1,baseline,14,3,2,2,
P27,acl-1,1,68,3,T10-C2,T10,C2,script_opposition,2,2,2,5,
P27,acl-1,1,68,3,T11-E2,T11,E2,validated_gtvh,19,2,1,1,
P27,acl-1,1,68,3,T12-E1,T12,E1,validated_gtvh,15,2,2,1,
P27,acl-1,1,68,3,T13-A1,T13,A1,baseline,7,1,2,2,
P27,acl-1,1,68,3,T14-A1,T14,A1,baseline,16,3,3,3,
P27,acl-1,1,68,3,T15-E2,T15,E2,validated_gtvh,5,2,4,1,
P27,acl-1,1,68,3,T16-C1,T16,C1,script_opposition,12,3,2,2,
P27,acl-1,1,68,3,T17-E2,T17,E2,validated_gtvh,11,2,1,2,
P27,acl-1,1,68,3,T18-C2,T18,C2,script_opposition,20,5,1,1,
P27,acl-1,1,68,3,T19-E1,T19,E1,validated_gtvh,8,1,1,1,
P27,acl-1,1,68,3,T20-A2,T20,A2,baseline,18,2,2,2,
P28,acl-1,1,63,4,T01-A2,T01,A2,baseline,7,4,5,4,
P28,acl-1,1,63,4,T02-C2,T02,C2,script_opposition,12,3,3,4,
P28,acl-1,1,63,4,T03-A2,T03,A2,baseline,4,4,4,5,
P28,acl-1,1,63,4,T04-C1,T04,C1,script_opposition,13,3,4,5,
P28,acl-1,1,63,4,T05-E1,T05,E1,validated_gtvh,10,4,5,5,
P28,acl-1,1,63,4,T06-C1,T06,C1,script_opposition,6,2,2,4,context te ver van het bed
P28,acl-1,1,63,4,T07-E2,T07,E2,validated_gtvh,8,3,3,4,uit het leven van een patientenportaal gegrepen
P28,acl-1,1,63,4,T08-C1,T08,C1,script_opposition,17,1,4,1,
P28,acl-1,1,63,4,T09-A1,T09,A1,baseline,11,5,4,4,
P28,acl-1,1,63,4,T10-C2,T10,C2,script_opposition,18,2,4,3,
P28,acl-1,1,63,4,T11-E2,T11,E2,validated_gtvh,16,2,4,4,
P28,acl-1,1,63,4,T12-E1,T12,E1,validated_gtvh,3,1,2,2,
P28,acl-1,1,63,4,T13-A1,T13,A1,baseline,19,2,4,2,
P28,acl-1,1,63,4,T14-A1,T14,A1,baseline,14,4,4,3,
P28,acl-1,1,63,4,T15-E2,T15,E2,validated_gtvh,20,5,4,5,
P28,acl-1,1,63,4,T16-C1,T16,C1,script_opposition,1,3,2,3,
P28,acl-1,1,63,4,T17-E2,T17,E2,validated_gtvh,15,4,4,3,
P28,acl-1,1,63,4,T18-C2,T18,C2,script_opposition,2,5,4,4,
P28,acl-1,1,63,4,T19-E1,T19,E1,validated_gtvh,5,3,4,2,
P28,acl-1,1,63,4,T20-A2,T20,A2,baseline,9,3,3,4,
P39,acl-1,1,73,4,T01-C2,T01,C2,script_opposition,3,1,2,1,
P39,acl-1,1,73,4,T02-E2,T02,E2,validated_gtvh,19,2,4,2,
P39,acl-1,1,73,4,T03-C2,T03,C2,script_opposition,9,1,2,2,
P39,acl-1,1,73,4,T04-E1,T04,E1,validated_gtvh,2,1,5,1,
P39,acl-1,1,73,4,T05-A1,T05,A1,baseline,13,2,2,1,
P39,acl-1,1,73,4,T06-E1,T06,E1,validated_gtvh,8,1,2,1,
P39,acl-1,1,73,4,T07-A2,T07,A2,baseline,15,3,3,3,
P39,acl-1,1,73,4,T08-E1,T08,E1,validated_gtvh,16,1,1,1,
P39,acl-1,1,73,4,T09-C1,T09,C1,script_opposition,14,1,1,1,
P39,acl-1,1,73,4,T10-E2,T10,E2,validated_gtvh,17,1,2,2,
P39,acl-1,1,73,4,T11-A2,T11,A2,baseline,5,2,2,2,
P39,acl-1,1,73,4,T12-A1,T12,A1,baseline,20,4,4,4,
P39,acl-1,1,73,4,T13-C1,T13,C1,script_opposition,18,1,1,1,
P39,acl-1,1,73,4,T14-C1,T14,C1,script_opposition,4,2,2,2,
P39,acl-1,1,73,4,T15-A2,T15,A2,baseline,11,2,3,3,
P39,acl-1,1,73,4,T16-E1,T16,E1,validated_gtvh,6,1,1,1,
P39,acl-1,1,73,4,T17-A2,T17,A2,baseline,1,2,5,3,
P39,acl-1,1,73,4,T18-E2,T18,E2,validated_gtvh,7,1,1,1,
P39,acl-1,1,73,4,T19-A1,T19,A1,baseline,12,1,2,2,
P39,acl-1,1,73,4,T20-C2,T20,C2,script_opposition,10,1,1,1,
P40,acl-1,1,62,3,T01-C1,T01,C1,script_opposition,2,2,2,3,
P40,acl-1,1,62,3,T02-E1,T02,E1,validated_gtvh,3,1,1,1,
P40,acl-1,1,62,3,T03-C1,T03,C1,script_opposition,19,1,1,1,
P40,acl-1,1,62,3,T04-C2,T04,C2,script_opposition,9,1,1,1,
P40,acl-1,1,62,3,T05-E2,T05,E2,validated_gtvh,15,1,1,1,
P40,acl-1,1,62,3,T06-C2,T06,C2,script_opposition,20,1,1,1,
P40,acl-1,1,62,3,T07-A1,T07,A1,baseline,7,2,2,2,
P40,acl-1,1,62,3,T08-C2,T08,C2,script_opposition,4,1,1,1,
P40,acl-1,1,62,3,T09-A2,T09,A2,baseline,1,1,1,1,
P40,acl-1,1,62,3,T10-E1,T10,E1,validated_gtvh,14,1,1,1,
P40,acl-1,1,62,3,T11-A1,T11,A1,baseline,17,1,1,1,
P40,acl-1,1,62,3,T12-E2,T12,E2,validated_gtvh,8,1,1,1,
P40,acl-1,1,62,3,T13-A2,T13,A2,baseline,6,1,1,1,
P40,acl-1,1,62,3,T14-A2,T14,A2,baseline,10,1,1,1,
P40,acl-1,1,62,3,T15-A1,T15,A1,baseline,12,2,2,2,
P40,acl-1,1,62,3,T16-C2,T16,C2,script_opposition,5,1,1,1,
P40,acl-1,1,62,3,T17-A1,T17,A1,baseline,13,1,1,1,
P40,acl-1,1,62,3,T18-E1,T18,E1,validated_gtvh,18,1,1,1,
P40,acl-1,1,62,3,T19-E2,T19,E2,validated_gtvh,16,1,1,1,
P40,acl-1,1,62,3,T20-C1,T20,C1,script_opposition,11,1,1,1,
P41,acl-1,1,70,3,T01-C1,T01,C1,script_opposition,8,2,2,3,
P41,acl-1,1,70,3,T02-E1,T02,E1,validated_gtvh,17,1,1,2,
P41,acl-1,1,70,3,T03-C1,T03,C1,script_opposition,1,1,1,1,geen logisch verband
P41,acl-1,1,70,3,T04-C2,T04,C2,script_opposition,16,1,1,2,
P41,acl-1,1,70,3,T05-E2,T05,E2,validated_gtvh,15,2,2,3,
P41,acl-1,1,70,3,T06-C2,T06,C2,script_opposition,18,2,2,3,
P41,acl-1,1,70,3,T07-A1,T07,A1,baseline,14,1,1,2,
P41,acl-1,1,70,3,T08-C2,T08,C2,script_opposition,12,3,4,4,
P41,acl-1,1,70,3,T09-A2,T09,A2,baseline,2,2,3,2,het directe van de Nederlander wordt '\n' onderuitgehaald door ' waarschijnlijk nr 34 te melden op het briefje aan de buren
P41,acl-1,1,70,3,T10-E1,T10,E1,validated_gtvh,10,3,3,4,
P41,acl-1,1,70,3,T11-A1,T11,A1,baseline,3,2,3,3,
P41,acl-1,1,70,3,T12-E2,T12,E2,validated_gtvh,5,2,2,3,
P41,acl-1,1,70,3,T13-A2,T13,A2,baseline,11,3,3,4,
P41,acl-1,1,70,3,T14-A2,T14,A2,baseline,9,4,4,4,
P41,acl-1,1,70,3,T15-A1,T15,A1,baseline,6,2,2,2,
P41,acl-1,1,70,3,T16-C2,T16,C2,script_opposition,4,1,4,1,snap er niets van
P41,acl-1,1,70,3,T17-A1,T17,A1,baseline,13,1,1,1,
P41,acl-1,1,70,3,T18-E1,T18,E1,validated_gtvh,20,1,1,1,
P41,acl-1,1,70,3,T19-E2,T19,E2,validated_gtvh,7,1,1,1,
P41,acl-1,1,70,3,T20-C1,T20,C1,script_opposition,19,1,1,1,
P42,acl-1,1,69,3,T01-C1,T01,C1,script_opposition,10,1,1,1,
P42,acl-1,1,69,3,T02-E1,T02,E1,validated_gtvh,2,1,2,1,
P42,acl-1,1,69,3,T03-C1,T03,C1,script_opposition,16,1,1,1,
P42,acl-1,1,69,3,T04-C2,T04,C2,script_opposition,4,1,1,2,
P42,acl-1,1,69,3,T05-E2,T05,E2,validated_gtvh,17,1,1,1,
P42,acl-1,1,69,3,T06-C2,T06,C2,script_opposition,7,1,2,1,
P42,acl-1,1,69,3,T07-A1,T07,A1,baseline,3,1,1,1,
P42,acl-1,1,69,3,T08-C2,T08,C2,script_opposition,1,1,1,1,
P42,acl-1,1,69,3,T09-A2,T09,A2,baseline,5,1,1,2,
P42,acl-1,1,69,3,T10-E1,T10,E1,validated_gtvh,6,1,1,1,
P42,acl-1,1,69,3,T11-A1,T11,A1,baseline,11,1,1,1,
P42,acl-1,1,69,3,T12-E2,T12,E2,validated_gtvh,9,1,1,1,
P42,acl-1,1,69,3,T13-A2,T13,A2,baseline,19,1,1,1,
P42,acl-1,1,69,3,T14-A2,T14,A2,baseline,12,1,2,1,
P42,acl-1,1,69,3,T15-A1,T15,A1,baseline,15,1,1,1,
P42,acl-1,1,69,3,T16-C2,T16,C2,script_opposition,14,1,1,1,
P42,acl-1,1,69,3,T17-A1,T17,A1,baseline,8,2,3,2,
P42,acl-1,1,69,3,T18-E1,T18,E1,validated_gtvh,13,1,1,1,
P42,acl-1,1,69,3,T19-E2,T19,E2,validated_gtvh,18,1,1,1,
P42,acl-1,1,69,3,T20-C1,T20,C1,script_opposition,20,1,1,1,
